sample,elapsed_s,timestamp,fd_total,sync_file,pss_kb,native_kb,java_kb,cpu_pct
1,0,21:04:11,181,47,498564,126551
126512,6547,0.0
2,61,21:05:12,180,46,522735,127035
126996,6583,75.8
3,123,21:06:14,180,46,535937,125935
125896,6574,68.9
4,184,21:07:15,180,46,532214,126859
126820,6574,62.0
5,245,21:08:16,180,46,522241,126447
126408,6574,67.8
6,307,21:09:18,181,46,536808,125891
125852,6574,62.0
7,368,21:10:19,180,47,523857,124987
124948,6574,64.2
8,429,21:11:20,180,46,533705,125051
125012,6574,64.2
9,491,21:12:22,180,46,536937,126059
126020,6574,60.7
10,552,21:13:23,183,46,523644,125223
125184,6571,67.8
11,613,21:14:24,180,46,528055,126435
126396,6571,64.2
12,674,21:15:25,180,46,537672,126591
126552,6575,60.7
13,736,21:16:27,182,47,534272,126739
126700,6571,60.7
14,797,21:17:28,180,47,538643,127067
127028,6571,64.2
15,858,21:18:29,180,46,539374,127131
127092,6571,64.2
16,920,21:19:31,181,46,522099,127171
127132,6571,64.2
17,981,21:20:32,180,46,539543,127195
127156,6571,64.2
18,1042,21:21:33,180,47,531770,127247
127208,6571,60.7
19,1104,21:22:35,181,46,524642,127371
127332,6571,62.0
20,1165,21:23:36,181,46,541275,129727
129688,6571,62.0
21,1226,21:24:37,180,46,529752,129803
129764,6571,64.2
22,1287,21:25:38,181,47,437801,129945
129912,6568,71.8
23,1349,21:26:40,180,47,447887,130045
130008,6578,64.2
24,1410,21:27:41,181,47,441528,130209
130172,6578,64.2
25,1471,21:28:42,181,47,441354,130861
130824,6578,65.5
26,1533,21:29:44,180,47,448710,130945
130908,6578,65.5
27,1594,21:30:45,180,48,436783,131093
131056,6454,62.0
28,1655,21:31:46,180,47,437431,131205
131168,6577,68.9
29,1716,21:32:47,180,46,448392,131305
131268,6577,62.0
30,1778,21:33:49,181,46,445578,131385
131348,6577,62.0
